Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3875,0
Datteln,1826,0
Dorsten,2899,1
Gladbeck,4864,0
Haltern am See,1000,0
Herten,3554,0
Marl,4413,0
Oer-Erkenschwick,1758,0
Recklinghausen,6173,0
Waltrop,1317,0
