Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3875,1
Datteln,1826,0
Dorsten,2898,1
Gladbeck,4864,0
Haltern am See,1000,0
Herten,3554,1
Marl,4413,2
Oer-Erkenschwick,1758,0
Recklinghausen,6173,3
Waltrop,1317,0
