Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4300,7
Datteln,2035,11
Dorsten,3285,6
Gladbeck,5754,15
Haltern am See,1113,1
Herten,4058,21
Marl,5137,16
Oer-Erkenschwick,1943,11
Recklinghausen,7240,24
Waltrop,1430,5
