Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5483,7
Datteln,2637,0
Dorsten,4270,7
Gladbeck,7444,12
Haltern am See,1645,1
Herten,5432,7
Marl,6562,11
Oer-Erkenschwick,2611,3
Recklinghausen,9513,9
Waltrop,1880,2
