Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4241,0
Datteln,1983,2
Dorsten,3234,7
Gladbeck,5631,15
Haltern am See,1097,1
Herten,3993,8
Marl,5033,15
Oer-Erkenschwick,1894,1
Recklinghausen,7049,11
Waltrop,1401,2
