Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4320,4
Datteln,2059,9
Dorsten,3299,4
Gladbeck,5822,4
Haltern am See,1118,0
Herten,4096,12
Marl,5177,11
Oer-Erkenschwick,1972,4
Recklinghausen,7325,17
Waltrop,1436,2
