Wohnort,Gesamtzahlen
Breckerfeld,483
Ennepetal,1606
Gevelsberg,1700
Hattingen,2719
Herdecke,1032
Schwelm,1719
Sprockhövel,1052
Wetter,1257
Witten,5016
