Wohnort,Gesamtzahlen
Breckerfeld,494
Ennepetal,1661
Gevelsberg,1775
Hattingen,2784
Herdecke,1063
Schwelm,1793
Sprockhövel,1087
Wetter,1286
Witten,5110
