Wohnort,Gesamtzahlen
Breckerfeld,486
Ennepetal,1620
Gevelsberg,1723
Hattingen,2742
Herdecke,1048
Schwelm,1742
Sprockhövel,1068
Wetter,1265
Witten,5042
