Wohnort,Gesamtzahlen
Breckerfeld,472
Ennepetal,1569
Gevelsberg,1632
Hattingen,2664
Herdecke,1009
Schwelm,1680
Sprockhövel,1020
Wetter,1238
Witten,4962
