Wohnort,Gesamtzahlen
Breckerfeld,470
Ennepetal,1565
Gevelsberg,1616
Hattingen,2658
Herdecke,1007
Schwelm,1663
Sprockhövel,1015
Wetter,1230
Witten,4941
