,08_15_2021,08_14_2021
Kreis Borken,14459,14438
Ahaus,1723,1722
Bocholt,2651,2647
Borken,1526,1521
Gescher,631,631
Gronau,2458,2455
Heek,405,404
Heiden,228,228
Isselburg,461,461
Legden,284,284
Raesfeld,397,397
Reken,492,492
Rhede,651,645
Schöppingen,299,299
Stadtlohn,689,689
Südlohn,215,215
Velen,433,433
Vreden,872,872
abweichender Meldeort,44,43
