,08_20_2021,08_19_2021
Kreis Borken,14626,14544
Ahaus,1739,1734
Bocholt,2681,2664
Borken,1543,1540
Gescher,634,631
Gronau,2524,2486
Heek,408,406
Heiden,232,230
Isselburg,462,462
Legden,285,285
Raesfeld,397,397
Reken,494,494
Rhede,653,652
Schöppingen,304,299
Stadtlohn,692,690
Südlohn,218,217
Velen,435,435
Vreden,881,878
abweichender Meldeort,44,44
