,12_21_2021,12_20_2021
Kreis Borken,22457,22396
Ahaus,2615,2612
Bocholt,4102,4087
Borken,2356,2352
Gescher,857,856
Gronau,4163,4155
Heek,567,558
Heiden,421,420
Isselburg,669,668
Legden,420,418
Raesfeld,563,562
Reken,678,677
Rhede,988,981
Schöppingen,450,450
Stadtlohn,1213,1209
Südlohn,350,349
Velen,682,682
Vreden,1254,1252
abweichender Meldeort,109,108
