,02_04_2022,02_03_2022
Kreis Borken,44172,43164
Ahaus,5405,5299
Bocholt,7629,7508
Borken,5081,4931
Gescher,1538,1499
Gronau,7478,7317
Heek,974,950
Heiden,868,854
Isselburg,996,985
Legden,823,811
Raesfeld,998,974
Reken,1357,1311
Rhede,1816,1759
Schöppingen,783,772
Stadtlohn,2695,2604
Südlohn,871,843
Velen,1605,1543
Vreden,3119,3070
abweichender Meldeort,136,134
