,08_23_2021,08_22_2021
Kreis Borken,14711,14711
Ahaus,1749,1749
Bocholt,2695,2695
Borken,1554,1554
Gescher,634,634
Gronau,2545,2545
Heek,408,408
Heiden,232,232
Isselburg,464,464
Legden,285,285
Raesfeld,397,397
Reken,496,496
Rhede,654,654
Schöppingen,305,305
Stadtlohn,701,701
Südlohn,218,218
Velen,442,442
Vreden,887,887
abweichender Meldeort,45,45
