,07_14_2021,07_13_2021
Kreis Borken,13944,13933
Ahaus,1686,1684
Bocholt,2571,2569
Borken,1495,1495
Gescher,624,623
Gronau,2286,2284
Heek,399,399
Heiden,227,227
Isselburg,452,452
Legden,283,283
Raesfeld,394,393
Reken,485,485
Rhede,612,612
Schöppingen,289,288
Stadtlohn,658,657
Südlohn,214,214
Velen,420,420
Vreden,849,848
