,07_17_2021,07_16_2021
Kreis Borken,13980,13967
Ahaus,1689,1689
Bocholt,2576,2575
Borken,1496,1496
Gescher,625,625
Gronau,2296,2294
Heek,400,399
Heiden,227,227
Isselburg,452,452
Legden,283,283
Raesfeld,396,394
Reken,485,485
Rhede,618,612
Schöppingen,289,289
Stadtlohn,658,658
Südlohn,214,214
Velen,424,424
Vreden,852,851
