,09_09_2021,09_08_2021
Kreis Borken,15528,15464
Ahaus,1874,1869
Bocholt,2860,2851
Borken,1647,1640
Gescher,649,648
Gronau,2739,2718
Heek,414,413
Heiden,250,247
Isselburg,481,480
Legden,288,288
Raesfeld,414,413
Reken,512,512
Rhede,673,669
Schöppingen,313,313
Stadtlohn,761,755
Südlohn,221,221
Velen,461,460
Vreden,909,907
abweichender Meldeort,62,60
