,11_15_2021,11_14_2021
Kreis Borken,18109,18109
Ahaus,2183,2183
Bocholt,3235,3235
Borken,1954,1954
Gescher,731,731
Gronau,3385,3385
Heek,442,442
Heiden,303,303
Isselburg,554,554
Legden,324,324
Raesfeld,456,456
Reken,574,574
Rhede,773,773
Schöppingen,356,356
Stadtlohn,951,951
Südlohn,255,255
Velen,542,542
Vreden,1004,1004
abweichender Meldeort,87,87
