,11_05_2021,11_04_2021
Kreis Borken,17353,17241
Ahaus,2074,2066
Bocholt,3109,3079
Borken,1863,1850
Gescher,698,696
Gronau,3274,3242
Heek,430,428
Heiden,292,292
Isselburg,532,529
Legden,322,317
Raesfeld,449,449
Reken,548,547
Rhede,739,736
Schöppingen,344,344
Stadtlohn,889,883
Südlohn,241,240
Velen,509,507
Vreden,959,956
abweichender Meldeort,81,80
