,09_29_2021,09_28_2021
Kreis Borken,15991,15957
Ahaus,1940,1935
Bocholt,2927,2923
Borken,1697,1692
Gescher,653,653
Gronau,2868,2857
Heek,421,421
Heiden,267,267
Isselburg,493,493
Legden,296,295
Raesfeld,417,416
Reken,522,521
Rhede,680,679
Schöppingen,330,329
Stadtlohn,798,795
Südlohn,230,230
Velen,469,469
Vreden,919,918
abweichender Meldeort,64,64
