,01_14_2022,01_13_2022
Kreis Borken,26747,26365
Ahaus,3455,3405
Bocholt,4552,4498
Borken,2799,2760
Gescher,955,945
Gronau,4960,4891
Heek,652,640
Heiden,465,463
Isselburg,710,702
Legden,478,476
Raesfeld,625,615
Reken,742,730
Rhede,1104,1085
Schöppingen,552,544
Stadtlohn,1399,1387
Südlohn,443,435
Velen,814,802
Vreden,1924,1870
abweichender Meldeort,118,117
