,07_07_2021,07_06_2021
Kreis Borken,13890,13879
Ahaus,1669,1665
Bocholt,2561,2556
Borken,1494,1494
Gescher,621,621
Gronau,2281,2280
Heek,395,395
Heiden,227,227
Isselburg,451,451
Legden,283,282
Raesfeld,389,389
Reken,486,486
Rhede,612,612
Schöppingen,286,286
Stadtlohn,654,654
Südlohn,214,214
Velen,419,419
Vreden,848,848
