,12_03_2021,12_02_2021
Kreis Borken,20714,20496
Ahaus,2512,2495
Bocholt,3661,3599
Borken,2164,2146
Gescher,831,824
Gronau,3812,3773
Heek,510,504
Heiden,402,399
Isselburg,618,612
Legden,383,375
Raesfeld,522,517
Reken,644,638
Rhede,889,882
Schöppingen,415,414
Stadtlohn,1119,1110
Südlohn,317,311
Velen,634,628
Vreden,1181,1169
abweichender Meldeort,100,100
