,01_25_2022,01_24_2022
Kreis Borken,33010,32194
Ahaus,4136,4051
Bocholt,5714,5594
Borken,3666,3563
Gescher,1177,1147
Gronau,5850,5699
Heek,776,761
Heiden,610,584
Isselburg,815,796
Legden,575,560
Raesfeld,777,763
Reken,930,905
Rhede,1359,1336
Schöppingen,631,622
Stadtlohn,1816,1759
Südlohn,560,539
Velen,1066,1037
Vreden,2409,2340
abweichender Meldeort,143,138
