,12_11_2021,12_10_2021
Kreis Borken,21673,21535
Ahaus,2573,2568
Bocholt,3901,3856
Borken,2268,2253
Gescher,843,843
Gronau,4027,3999
Heek,535,529
Heiden,415,415
Isselburg,654,648
Legden,396,395
Raesfeld,544,544
Reken,662,659
Rhede,923,918
Schöppingen,431,428
Stadtlohn,1174,1167
Südlohn,335,331
Velen,663,659
Vreden,1222,1218
abweichender Meldeort,107,105
