,08_13_2021,08_12_2021
Kreis Borken,14417,14381
Ahaus,1721,1718
Bocholt,2646,2637
Borken,1521,1521
Gescher,631,631
Gronau,2443,2432
Heek,403,403
Heiden,228,228
Isselburg,461,461
Legden,284,284
Raesfeld,397,397
Reken,493,492
Rhede,644,638
Schöppingen,298,298
Stadtlohn,684,680
Südlohn,215,215
Velen,433,433
Vreden,872,870
abweichender Meldeort,43,43
