,12_16_2021,12_15_2021
Kreis Borken,22117,21992
Ahaus,2597,2592
Bocholt,4032,3991
Borken,2326,2312
Gescher,849,848
Gronau,4106,4087
Heek,542,540
Heiden,419,418
Isselburg,665,663
Legden,408,402
Raesfeld,552,549
Reken,669,665
Rhede,957,948
Schöppingen,436,432
Stadtlohn,1192,1187
Südlohn,342,340
Velen,675,672
Vreden,1243,1239
abweichender Meldeort,107,107
