,10_27_2021,10_26_2021
Kreis Borken,16745,16635
Ahaus,2002,1992
Bocholt,2982,2974
Borken,1800,1785
Gescher,678,671
Gronau,3146,3114
Heek,424,424
Heiden,288,288
Isselburg,516,514
Legden,310,309
Raesfeld,441,439
Reken,528,527
Rhede,714,703
Schöppingen,337,335
Stadtlohn,846,842
Südlohn,235,235
Velen,491,483
Vreden,938,932
abweichender Meldeort,69,68
