,09_04_2021,09_03_2021
Kreis Borken,15365,15331
Ahaus,1850,1841
Bocholt,2838,2835
Borken,1628,1626
Gescher,645,645
Gronau,2693,2689
Heek,413,413
Heiden,243,236
Isselburg,479,479
Legden,288,287
Raesfeld,411,406
Reken,511,511
Rhede,668,668
Schöppingen,312,312
Stadtlohn,746,745
Südlohn,221,221
Velen,457,456
Vreden,906,906
abweichender Meldeort,56,55
