,12_14_2021,12_13_2021
Kreis Borken,21871,21811
Ahaus,2589,2584
Bocholt,3957,3943
Borken,2287,2283
Gescher,846,844
Gronau,4064,4052
Heek,538,538
Heiden,418,418
Isselburg,659,659
Legden,402,398
Raesfeld,548,548
Reken,663,663
Rhede,939,930
Schöppingen,433,433
Stadtlohn,1179,1179
Südlohn,338,337
Velen,668,666
Vreden,1236,1229
abweichender Meldeort,107,107
