,01_30_2022,01_29_2022
Kreis Borken,39643,39015
Ahaus,4897,4847
Bocholt,7006,6815
Borken,4457,4374
Gescher,1366,1352
Gronau,6811,6735
Heek,880,870
Heiden,782,766
Isselburg,932,918
Legden,723,719
Raesfeld,909,899
Reken,1195,1156
Rhede,1580,1553
Schöppingen,704,698
Stadtlohn,2282,2263
Südlohn,726,714
Velen,1388,1346
Vreden,2839,2826
abweichender Meldeort,166,164
