,10_25_2021,10_24_2021
Kreis Borken,16599,16599
Ahaus,1988,1988
Bocholt,2969,2969
Borken,1782,1782
Gescher,671,671
Gronau,3101,3101
Heek,424,424
Heiden,288,288
Isselburg,514,514
Legden,308,308
Raesfeld,438,438
Reken,527,527
Rhede,700,700
Schöppingen,334,334
Stadtlohn,840,840
Südlohn,235,235
Velen,481,481
Vreden,931,931
abweichender Meldeort,68,68
