,09_02_2021,09_01_2021
Kreis Borken,15268,15202
Ahaus,1833,1827
Bocholt,2824,2811
Borken,1615,1610
Gescher,644,643
Gronau,2669,2648
Heek,412,411
Heiden,236,236
Isselburg,477,476
Legden,288,288
Raesfeld,406,404
Reken,507,506
Rhede,667,665
Schöppingen,312,311
Stadtlohn,744,738
Südlohn,220,220
Velen,455,455
Vreden,906,901
abweichender Meldeort,53,52
