,06_03_2021,06_02_2021
Kreis Borken,13774,13762
Ahaus,1662,1661
Bocholt,2525,2523
Borken,1489,1489
Gescher,615,615
Gronau,2243,2236
Heek,393,393
Heiden,227,227
Isselburg,448,448
Legden,273,273
Raesfeld,389,389
Reken,485,485
Rhede,607,607
Schöppingen,284,282
Stadtlohn,652,652
Südlohn,215,215
Velen,418,418
Vreden,849,849
