,09_10_2021,09_09_2021
Kreis Borken,15601,15528
Ahaus,1885,1874
Bocholt,2877,2860
Borken,1651,1647
Gescher,649,649
Gronau,2759,2739
Heek,415,414
Heiden,253,250
Isselburg,485,481
Legden,289,288
Raesfeld,414,414
Reken,514,512
Rhede,674,673
Schöppingen,315,313
Stadtlohn,765,761
Südlohn,223,221
Velen,461,461
Vreden,909,909
abweichender Meldeort,63,62
