,06_23_2021,06_22_2021
Kreis Borken,13855,13850
Ahaus,1663,1663
Bocholt,2540,2538
Borken,1492,1492
Gescher,622,622
Gronau,2277,2275
Heek,395,395
Heiden,227,227
Isselburg,451,451
Legden,282,282
Raesfeld,389,389
Reken,486,486
Rhede,610,609
Schöppingen,286,286
Stadtlohn,654,654
Südlohn,214,214
Velen,419,419
Vreden,848,848
