,11_24_2021,11_23_2021
Kreis Borken,19307,19105
Ahaus,2357,2328
Bocholt,3412,3384
Borken,2052,2031
Gescher,777,769
Gronau,3556,3540
Heek,468,463
Heiden,352,337
Isselburg,592,585
Legden,342,342
Raesfeld,478,478
Reken,616,604
Rhede,826,815
Schöppingen,391,389
Stadtlohn,1035,1014
Südlohn,289,283
Velen,590,577
Vreden,1077,1070
abweichender Meldeort,97,96
