,07_28_2021,07_27_2021
Kreis Borken,14105,14083
Ahaus,1692,1691
Bocholt,2599,2590
Borken,1501,1500
Gescher,627,627
Gronau,2324,2317
Heek,400,400
Heiden,227,227
Isselburg,453,453
Legden,284,284
Raesfeld,396,396
Reken,486,486
Rhede,623,623
Schöppingen,292,292
Stadtlohn,664,663
Südlohn,214,214
Velen,428,428
Vreden,855,853
abweichender Meldeort,40,39
