,09_19_2021,09_18_2021
Kreis Borken,15820,15804
Ahaus,1922,1920
Bocholt,2908,2905
Borken,1678,1677
Gescher,651,651
Gronau,2811,2807
Heek,420,420
Heiden,263,260
Isselburg,491,491
Legden,293,293
Raesfeld,415,414
Reken,520,520
Rhede,675,675
Schöppingen,319,319
Stadtlohn,784,783
Südlohn,228,228
Velen,465,464
Vreden,914,914
abweichender Meldeort,63,63
