,09_23_2021,09_22_2021
Kreis Borken,15903,15872
Ahaus,1931,1925
Bocholt,2911,2910
Borken,1685,1683
Gescher,653,651
Gronau,2835,2825
Heek,421,421
Heiden,267,267
Isselburg,492,491
Legden,294,294
Raesfeld,415,415
Reken,521,521
Rhede,678,677
Schöppingen,328,327
Stadtlohn,793,791
Südlohn,230,229
Velen,469,467
Vreden,917,915
abweichender Meldeort,63,63
