,10_09_2021,10_08_2021
Kreis Borken,16183,16168
Ahaus,1958,1956
Bocholt,2941,2941
Borken,1717,1717
Gescher,658,658
Gronau,2957,2947
Heek,422,422
Heiden,279,277
Isselburg,502,501
Legden,298,298
Raesfeld,423,423
Reken,527,527
Rhede,681,681
Schöppingen,332,332
Stadtlohn,803,803
Südlohn,230,230
Velen,471,471
Vreden,921,921
abweichender Meldeort,63,63
