,08_08_2021,08_07_2021
Kreis Borken,14272,14247
Ahaus,1709,1707
Bocholt,2619,2618
Borken,1517,1515
Gescher,629,629
Gronau,2393,2381
Heek,401,400
Heiden,228,228
Isselburg,456,456
Legden,284,284
Raesfeld,396,396
Reken,486,486
Rhede,629,628
Schöppingen,297,297
Stadtlohn,675,673
Südlohn,215,215
Velen,433,433
Vreden,862,858
abweichender Meldeort,43,43
