,12_17_2021,12_16_2021
Kreis Borken,22236,22117
Ahaus,2603,2597
Bocholt,4059,4032
Borken,2338,2327
Gescher,850,849
Gronau,4130,4105
Heek,550,542
Heiden,419,419
Isselburg,667,665
Legden,417,408
Raesfeld,556,552
Reken,673,669
Rhede,962,957
Schöppingen,440,436
Stadtlohn,1194,1192
Südlohn,345,342
Velen,677,675
Vreden,1247,1242
abweichender Meldeort,109,108
