,01_07_2022,01_06_2022
Kreis Borken,25018,24723
Ahaus,3164,3104
Bocholt,4360,4339
Borken,2609,2579
Gescher,917,912
Gronau,4600,4525
Heek,616,615
Heiden,447,444
Isselburg,685,684
Legden,447,446
Raesfeld,591,589
Reken,715,712
Rhede,1049,1047
Schöppingen,506,494
Stadtlohn,1315,1301
Südlohn,407,405
Velen,761,749
Vreden,1710,1660
abweichender Meldeort,119,118
