,06_19_2021,06_18_2021
Kreis Borken,13843,13839
Ahaus,1663,1663
Bocholt,2535,2534
Borken,1491,1491
Gescher,622,621
Gronau,2273,2273
Heek,395,395
Heiden,227,227
Isselburg,451,449
Legden,282,282
Raesfeld,389,389
Reken,485,485
Rhede,609,609
Schöppingen,286,286
Stadtlohn,654,654
Südlohn,214,214
Velen,419,419
Vreden,848,848
