,11_23_2021,11_22_2021
Kreis Borken,19117,19010
Ahaus,2330,2318
Bocholt,3385,3368
Borken,2031,2016
Gescher,771,766
Gronau,3542,3518
Heek,463,463
Heiden,337,336
Isselburg,585,582
Legden,341,341
Raesfeld,477,477
Reken,605,600
Rhede,817,808
Schöppingen,392,388
Stadtlohn,1013,1006
Südlohn,283,283
Velen,577,576
Vreden,1072,1068
abweichender Meldeort,96,96
