,10_16_2021,10_15_2021
Kreis Borken,16323,16299
Ahaus,1964,1962
Bocholt,2947,2946
Borken,1730,1727
Gescher,661,660
Gronau,3027,3014
Heek,422,422
Heiden,280,280
Isselburg,506,505
Legden,304,304
Raesfeld,431,431
Reken,527,527
Rhede,685,685
Schöppingen,332,332
Stadtlohn,808,806
Südlohn,234,234
Velen,472,472
Vreden,929,928
abweichender Meldeort,64,64
