,12_30_2021,12_29_2021
Kreis Borken,23435,23229
Ahaus,2809,2769
Bocholt,4247,4226
Borken,2457,2443
Gescher,873,870
Gronau,4262,4236
Heek,602,589
Heiden,425,424
Isselburg,677,674
Legden,431,426
Raesfeld,578,575
Reken,701,698
Rhede,1030,1026
Schöppingen,468,462
Stadtlohn,1258,1253
Südlohn,369,365
Velen,697,694
Vreden,1439,1387
abweichender Meldeort,112,112
