,02_07_2022,02_06_2022
Kreis Borken,47407,46395
Ahaus,5768,5665
Bocholt,8258,8094
Borken,5561,5401
Gescher,1653,1622
Gronau,7824,7611
Heek,1054,1022
Heiden,922,906
Isselburg,1061,1034
Legden,902,875
Raesfeld,1061,1056
Reken,1482,1450
Rhede,1954,1914
Schöppingen,850,824
Stadtlohn,2946,2890
Südlohn,938,915
Velen,1724,1692
Vreden,3324,3301
abweichender Meldeort,125,123
