,01_06_2022,01_05_2022
Kreis Borken,24720,24499
Ahaus,3104,3019
Bocholt,4340,4330
Borken,2579,2566
Gescher,911,906
Gronau,4520,4481
Heek,615,612
Heiden,444,443
Isselburg,684,682
Legden,447,440
Raesfeld,591,588
Reken,712,711
Rhede,1048,1047
Schöppingen,494,491
Stadtlohn,1301,1295
Südlohn,405,402
Velen,750,747
Vreden,1659,1623
abweichender Meldeort,116,116
