,11_27_2021,11_26_2021
Kreis Borken,19853,19676
Ahaus,2424,2406
Bocholt,3501,3481
Borken,2088,2078
Gescher,798,792
Gronau,3648,3608
Heek,487,479
Heiden,373,369
Isselburg,602,600
Legden,362,354
Raesfeld,489,485
Reken,626,623
Rhede,849,845
Schöppingen,403,399
Stadtlohn,1067,1057
Südlohn,301,298
Velen,604,599
Vreden,1132,1104
abweichender Meldeort,99,99
