,11_03_2021,11_02_2021
Kreis Borken,17112,17049
Ahaus,2044,2035
Bocholt,3046,3040
Borken,1839,1835
Gescher,691,689
Gronau,3219,3210
Heek,424,424
Heiden,291,290
Isselburg,529,528
Legden,316,313
Raesfeld,447,446
Reken,547,543
Rhede,728,724
Schöppingen,342,337
Stadtlohn,875,873
Südlohn,239,238
Velen,501,501
Vreden,954,945
abweichender Meldeort,80,78
