,09_15_2021,09_14_2021
Kreis Borken,15728,15694
Ahaus,1907,1895
Bocholt,2899,2892
Borken,1670,1665
Gescher,650,650
Gronau,2787,2785
Heek,419,417
Heiden,257,256
Isselburg,489,488
Legden,290,290
Raesfeld,414,414
Reken,518,517
Rhede,676,675
Schöppingen,317,316
Stadtlohn,775,774
Südlohn,223,223
Velen,462,462
Vreden,912,912
abweichender Meldeort,63,63
