,09_14_2021,09_13_2021
Kreis Borken,15697,15678
Ahaus,1895,1892
Bocholt,2892,2888
Borken,1666,1665
Gescher,649,649
Gronau,2785,2781
Heek,417,416
Heiden,256,256
Isselburg,488,488
Legden,290,290
Raesfeld,414,414
Reken,519,516
Rhede,675,674
Schöppingen,316,316
Stadtlohn,774,774
Südlohn,223,223
Velen,462,462
Vreden,912,911
abweichender Meldeort,64,63
