,06_12_2021,06_11_2021
Kreis Borken,13815,13811
Ahaus,1662,1662
Bocholt,2530,2530
Borken,1490,1490
Gescher,619,616
Gronau,2260,2260
Heek,395,395
Heiden,227,227
Isselburg,448,448
Legden,282,282
Raesfeld,389,389
Reken,485,485
Rhede,609,609
Schöppingen,286,285
Stadtlohn,653,653
Südlohn,214,214
Velen,418,418
Vreden,848,848
