,11_16_2021,11_15_2021
Kreis Borken,18187,18107
Ahaus,2204,2183
Bocholt,3240,3234
Borken,1956,1953
Gescher,731,731
Gronau,3395,3384
Heek,445,442
Heiden,305,303
Isselburg,554,552
Legden,324,324
Raesfeld,461,456
Reken,577,574
Rhede,776,774
Schöppingen,359,356
Stadtlohn,960,952
Südlohn,255,255
Velen,544,542
Vreden,1013,1004
abweichender Meldeort,88,88
