,12_22_2021,12_21_2021
Kreis Borken,22572,22454
Ahaus,2627,2615
Bocholt,4126,4101
Borken,2371,2354
Gescher,861,857
Gronau,4174,4163
Heek,572,567
Heiden,422,421
Isselburg,672,669
Legden,420,420
Raesfeld,567,563
Reken,683,678
Rhede,999,988
Schöppingen,452,450
Stadtlohn,1219,1213
Südlohn,352,350
Velen,684,682
Vreden,1262,1254
abweichender Meldeort,109,109
