,08_18_2021,08_17_2021
Kreis Borken,14509,14468
Ahaus,1729,1723
Bocholt,2662,2654
Borken,1533,1524
Gescher,631,631
Gronau,2473,2462
Heek,406,405
Heiden,230,227
Isselburg,461,461
Legden,285,284
Raesfeld,397,397
Reken,493,492
Rhede,651,651
Schöppingen,299,299
Stadtlohn,690,690
Südlohn,215,215
Velen,433,433
Vreden,877,876
abweichender Meldeort,44,44
