,09_03_2021,09_02_2021
Kreis Borken,15331,15268
Ahaus,1841,1832
Bocholt,2835,2823
Borken,1626,1615
Gescher,645,644
Gronau,2689,2672
Heek,413,412
Heiden,236,236
Isselburg,479,477
Legden,287,287
Raesfeld,406,406
Reken,511,507
Rhede,668,667
Schöppingen,312,312
Stadtlohn,745,744
Südlohn,221,220
Velen,456,455
Vreden,906,906
abweichender Meldeort,55,53
