,12_08_2021,12_07_2021
Kreis Borken,21215,21046
Ahaus,2556,2541
Bocholt,3766,3729
Borken,2218,2197
Gescher,842,842
Gronau,3920,3876
Heek,523,520
Heiden,412,408
Isselburg,630,625
Legden,387,387
Raesfeld,536,533
Reken,655,653
Rhede,910,907
Schöppingen,422,420
Stadtlohn,1150,1144
Südlohn,328,324
Velen,650,645
Vreden,1204,1193
abweichender Meldeort,106,102
