,11_09_2021,11_08_2021
Kreis Borken,17563,17518
Ahaus,2107,2098
Bocholt,3141,3137
Borken,1881,1880
Gescher,706,706
Gronau,3314,3308
Heek,435,435
Heiden,293,292
Isselburg,536,534
Legden,323,323
Raesfeld,451,451
Reken,558,551
Rhede,750,746
Schöppingen,345,344
Stadtlohn,908,903
Südlohn,249,249
Velen,514,513
Vreden,971,967
abweichender Meldeort,81,81
