,02_15_2022,02_14_2022
Kreis Borken,55715,54550
Ahaus,6604,6491
Bocholt,9574,9424
Borken,6809,6626
Gescher,2083,1992
Gronau,8861,8752
Heek,1269,1235
Heiden,1082,1058
Isselburg,1270,1246
Legden,1094,1061
Raesfeld,1299,1252
Reken,1842,1808
Rhede,2369,2321
Schöppingen,1010,983
Stadtlohn,3509,3420
Südlohn,1123,1089
Velen,2004,1970
Vreden,3778,3689
abweichender Meldeort,135,133
